County,State,Popul,PopDen,PopChg%,Hispan%,Under5%,Age65-75%,Black%,Asian%,BirthRate,HSGrad,ColGrad,IncomeHH
Graham,KS,2845,3.3,-3.4,0.8,4.5,12.0,3.2,0.3,5.0,77.5,14.2,29829
Grant,KS,7790,13.8,-1.5,34.7,8.7,5.5,0.2,0.4,18.7,75.1,13.6,43557
Gray,KS,5946,6.8,0.7,9.8,7.8,5.7,0.2,0.1,14.6,69.4,12.6,39728
Greeley,KS,1503,2.0,-2.0,11.5,6.7,9.3,0.2,0.1,9.8,82.4,16.8,34125
Greenwood,KS,7771,6.7,1.3,1.7,5.5,11.0,0.1,0.1,9.8,75.1,10.4,27401
Hamilton,KS,2671,2.7,,20.6,6.9,9.0,0.5,0.6,12.7,73.4,12.9,33413
Harper,KS,6335,8.2,-3.1,1.1,5.6,9.9,0.2,0.1,9.7,78.2,10.9,30760
Harvey,KS,33031,61.0,0.5,8.0,6.6,7.8,1.6,0.5,12.2,81.2,20.3,39525
Haskell,KS,4285,7.5,-0.5,23.6,9.1,5.9,0.2,0.6,19.9,76.1,13.4,42696
Hodgeman,KS,2154,2.4,3.3,2.7,4.8,9.3,0.9,0.0,7.2,84.9,17.3,34381
Jackson,KS,12742,19.3,0.7,1.5,6.9,7.4,0.5,0.2,13.0,80.8,10.4,35498
Jefferson,KS,18610,34.4,1.0,1.3,6.4,6.6,0.4,0.2,11.3,81.0,13.5,41130
Jewell,KS,3591,4.2,-5.3,0.7,4.6,13.0,,0.1,7.6,80.8,11.7,28555
Johnson,KS,465058,945.7,3.1,4.0,7.5,5.1,2.6,2.8,14.9,92.9,40.5,59870
Kearny,KS,4562,5.2,0.7,26.6,8.8,5.9,0.6,0.3,18.4,73.8,12.5,38950
Kingman,KS,8512,10.0,-1.9,1.4,6.1,8.8,0.2,0.2,11.0,77.5,11.9,35312
Kiowa,KS,3132,4.5,-4.5,2.0,5.5,11.0,0.2,0.3,10.7,78.0,14.6,32148
Labette,KS,22483,35.2,-1.5,3.1,6.2,7.9,4.7,0.3,12.4,74.2,12.1,29369
Lane,KS,2091,3.0,-3.0,1.4,5.3,9.3,0.0,0.1,9.1,81.1,17.8,31953
Leavenworth,KS,70261,148.4,2.3,3.8,7.0,5.3,10.4,1.1,12.3,84.5,23.9,44056
Lincoln,KS,3547,5.0,-0.9,1.0,5.2,11.0,0.1,0.1,8.9,77.6,11.6,28563
Linn,KS,9685,16.0,1.2,0.9,6.3,9.6,0.6,0.1,10.7,73.9,10.4,29802
Logan,KS,2957,2.8,-2.9,1.6,6.4,9.8,0.6,0.2,9.9,78.3,15.9,32148
Lyon,KS,35560,42.2,-1.0,16.7,6.9,5.4,2.3,2.0,15.2,81.9,21.4,33688
McPherson,KS,29618,32.8,0.2,1.9,5.9,7.6,0.8,0.3,12.2,78.2,17.4,40361
Marion,KS,13423,14.2,0.5,1.9,5.5,9.3,0.5,0.2,9.5,73.8,14.9,32643
Marshall,KS,10772,12.1,-1.8,0.8,5.0,10.0,0.2,0.2,8.8,77.5,10.2,32432
Meade,KS,4647,4.7,0.3,10.9,7.9,8.9,0.4,0.2,15.3,79.5,17.1,34411
Miami,KS,28780,49.1,1.5,1.6,6.9,6.3,1.5,0.2,11.5,78.5,13.2,40625
Mitchell,KS,6778,9.9,-2.2,0.9,5.1,9.8,0.5,0.3,11.0,82.6,15.8,33611
Montgomery,KS,35520,56.2,-2.0,3.1,6.0,8.4,6.1,0.5,12.1,73.0,13.6,29277
Morris,KS,6112,8.8,0.1,2.2,5.7,10.0,0.3,0.2,11.1,80.8,12.5,31810
Morton,KS,3385,4.8,-3.2,14.1,8.1,7.5,0.2,1.1,16.7,75.8,16.2,38752
Nemaha,KS,10516,14.9,-1.9,0.7,7.1,9.2,0.5,0.1,14.2,75.7,12.3,34266
Neosho,KS,16759,29.7,-1.4,2.9,6.0,8.5,0.9,0.3,12.2,77.2,11.5,30890
Ness,KS,3340,3.2,-3.3,1.5,5.1,11.0,0.1,0.1,8.6,78.0,12.3,33244
Norton,KS,5841,6.8,-1.9,2.4,4.8,8.6,4.0,0.4,9.8,76.9,12.8,31013
Osage,KS,16903,23.7,1.1,1.5,6.5,7.8,0.2,0.2,11.8,76.9,9.3,35499
Osborne,KS,4345,5.0,-2.4,0.4,4.6,11.0,0.1,0.2,8.7,76.1,11.0,27601
Ottawa,KS,6190,8.5,0.4,1.3,5.7,8.5,0.5,0.1,10.8,81.0,14.0,37087
Pawnee,KS,6979,9.6,-3.5,4.2,5.6,8.4,5.0,0.6,9.0,82.1,16.7,33528
Phillips,KS,5873,6.8,-2.1,0.7,5.5,9.6,0.2,0.4,9.4,73.9,10.9,32418
Pottawatomie,KS,18336,21.6,0.7,2.3,7.4,6.7,0.7,0.3,13.9,81.8,15.6,38587
Pratt,KS,9544,13.1,-1.1,3.1,5.9,8.9,1.0,0.5,12.3,82.4,19.5,34857
Rawlins,KS,2918,2.8,-1.6,0.8,4.5,12.0,0.3,0.1,9.4,80.4,14.4,29655
Reno,KS,64237,51.7,-0.9,5.7,6.4,7.9,2.9,0.4,13.0,77.4,14.9,35475
Republic,KS,5646,8.1,-3.2,0.9,4.5,11.0,0.3,0.2,7.8,78.3,10.3,28994
Rice,KS,10588,14.8,-1.6,5.6,5.8,8.8,1.2,0.3,11.0,81.2,18.7,32195
Riley,KS,60368,103.0,-3.9,4.6,5.7,3.6,6.9,3.2,13.4,91.7,34.3,33744
Rooks,KS,5614,6.4,-1.2,1.1,5.6,9.9,1.1,0.2,11.9,74.1,11.0,29792
Rush,KS,3488,4.9,-1.8,1.0,4.8,12.0,0.3,0.1,8.7,72.6,11.5,28395
Russell,KS,7166,8.3,-2.8,0.9,5.0,11.0,0.5,0.3,8.6,74.5,14.1,28214
Saline,KS,53646,74.4,0.1,6.0,6.9,7.1,3.1,1.7,13.5,82.4,17.7,36682
Scott,KS,5002,7.1,-2.3,6.3,6.1,7.6,0.1,0.1,13.6,77.2,13.8,38781
Sedgwick,KS,455516,453.3,0.6,8.0,7.9,5.9,9.1,3.3,16.4,82.4,22.2,40875
Seward,KS,22434,35.2,-0.3,42.1,9.6,4.6,3.8,2.9,21.1,72.2,11.6,35710
Shawnee,KS,170080,308.9,0.1,7.3,6.8,7.1,9.0,1.0,14.0,84.4,22.3,40122
Sheridan,KS,2726,3.1,-3.1,1.5,5.0,11.0,0.1,0.1,9.1,81.5,13.3,34183
Sherman,KS,6528,6.4,-3.4,8.4,6.1,8.7,0.4,0.2,13.7,75.0,12.5,30801
Smith,KS,4436,5.1,-2.2,0.7,4.3,12.0,0.1,,8.0,74.0,10.0,28257
Stafford,KS,4755,6.0,-0.7,5.4,5.7,10.0,0.1,0.1,10.8,78.7,16.5,29419
Stanton,KS,2408,3.5,0.1,23.7,7.9,7.6,0.6,0.2,20.0,76.9,16.9,39024
Stevens,KS,5379,7.5,-1.5,21.7,8.2,6.4,0.9,0.2,18.3,78.4,14.1,40593
Sumner,KS,25749,22.0,-0.8,3.6,6.6,7.5,0.7,0.2,12.2,77.1,11.3,38987
Thomas,KS,8080,7.6,-1.2,1.8,6.7,7.1,0.4,0.3,13.8,85.4,15.7,34654
Trego,KS,3195,3.7,-3.7,0.8,5.1,11.0,0.2,0.5,9.9,72.9,12.1,28421
Wabaunsee,KS,6843,8.6,-0.6,1.9,6.2,8.4,0.5,0.1,10.5,83.8,12.6,36802
Wallace,KS,1706,1.9,-2.5,4.8,5.6,9.0,0.6,0.2,14.4,77.8,12.5,28682
Washington,KS,6321,7.2,-2.5,0.6,5.7,11.0,0.1,,10.9,69.6,11.2,28557
Wichita,KS,2538,3.5,0.3,18.4,8.3,8.0,0.1,0.1,15.1,71.7,12.5,35341
Wilson,KS,10235,18.0,-0.9,1.7,5.8,9.4,0.4,0.3,11.4,74.6,11.4,28111
Woodson,KS,3758,7.6,-0.8,1.4,5.0,12.0,0.8,0.1,7.5,70.6,8.4,26400
Wyandotte,KS,157461,1046.0,-0.3,16.0,8.1,6.2,28.3,1.6,18.4,69.9,10.3,30056
Adair,KY,17291,42.4,0.3,0.8,6.1,7.9,2.6,0.3,12.0,46.3,7.4,21914
Allen,KY,18056,51.4,1.4,0.8,6.6,7.6,1.1,0.1,13.7,51.1,4.6,28798
Anderson,KY,19564,94.1,2.4,0.8,7.5,5.8,2.3,0.1,13.1,66.7,9.9,39913
Ballard,KY,8158,33.0,-1.5,0.6,6.0,8.4,2.9,0.2,13.0,64.2,8.7,30629
Barren,KY,38592,77.5,1.5,0.9,6.4,7.9,4.1,0.4,12.4,54.5,8.3,29580
Bath,KY,11355,39.7,2.4,0.8,6.6,7.8,1.8,,13.5,46.3,6.2,24020
Bell,KY,29873,83.3,-0.6,0.6,6.1,7.4,2.4,0.3,13.0,46.7,9.3,19896
Boone,KY,90489,349.6,5.2,2.0,8.0,4.9,1.5,1.3,15.5,76.4,15.3,48999
Bourbon,KY,19478,66.5,0.6,2.6,6.5,7.2,6.9,0.1,12.9,64.0,11.8,33314
Boyd,KY,49727,311.0,-0.1,1.1,5.5,8.7,2.5,0.3,12.8,68.9,11.9,32239
Boyle,KY,27612,152.2,-0.3,1.4,5.6,7.4,9.7,0.6,11.6,65.4,14.4,33521
Bracken,KY,8441,40.8,2.0,0.5,6.6,7.5,0.6,0.1,10.8,56.0,6.5,29242
Breathitt,KY,16024,32.5,-0.5,0.7,5.8,6.7,0.4,0.3,14.0,47.8,8.6,18404
Breckinridge,KY,18871,32.6,1.2,0.7,6.3,8.2,2.9,0.1,12.4,56.7,6.3,27050
Bullitt,KY,63043,204.8,3.0,0.6,7.2,5.1,0.4,0.3,14.4,64.7,6.3,41199
Butler,KY,13131,30.4,0.9,1.0,6.3,6.9,0.5,0.2,12.0,46.6,5.1,25578
Caldwell,KY,12898,37.6,-1.2,0.6,5.5,9.3,4.8,0.2,12.0,61.9,8.2,27656
Calloway,KY,34206,88.5,0.1,1.4,4.9,7.3,3.6,1.3,9.9,69.1,19.4,29853
Campbell,KY,88362,583.0,-0.3,0.9,6.9,6.7,1.6,0.5,15.2,71.0,14.9,39201
Carlisle,KY,5345,27.9,-0.1,0.8,5.9,9.6,1.0,0.1,10.2,62.3,6.6,28450
Carroll,KY,10133,78.1,-0.2,3.2,6.7,7.0,1.9,0.2,14.1,59.6,10.7,29535
Carter,KY,27024,65.4,0.5,0.6,6.4,7.1,0.1,0.1,14.2,51.3,7.6,23986
Casey,KY,15726,34.6,1.8,1.3,6.3,8.3,0.3,0.1,12.5,43.1,6.5,22182
Christian,KY,71649,100.2,-0.9,4.8,9.9,5.2,23.7,0.9,20.2,72.2,10.4,27968
Clark,KY,33409,130.5,0.8,1.2,6.5,6.9,4.8,0.2,13.1,65.1,13.0,35343
Clay,KY,24506,52.1,-0.2,1.4,5.7,5.9,4.8,0.1,13.2,38.9,7.4,19231
Clinton,KY,9616,48.9,-0.2,1.2,6.3,8.2,0.1,,11.1,44.4,6.6,17104
Crittenden,KY,9281,25.9,-1.1,0.5,5.4,8.3,0.7,0.1,11.4,59.6,5.1,28185
Cumberland,KY,7188,23.4,0.6,0.6,5.6,9.7,3.4,,10.8,39.5,6.1,18217
Daviess,KY,91793,198.1,0.3,0.9,6.7,7.3,4.3,0.4,13.8,72.3,14.1,34335
Edmonson,KY,11775,38.4,1.1,0.6,6.0,8.3,0.6,0.1,11.4,48.6,5.4,24568
Elliott,KY,6777,28.8,0.4,0.6,6.5,7.1,,0.0,11.4,44.0,5.6,20660
Estill,KY,15407,60.3,0.7,0.5,6.0,7.4,0.1,,11.3,46.5,5.4,23937
Fayette,KY,260414,914.1,,3.3,6.2,5.3,13.5,2.5,14.0,80.2,30.6,39295
Fleming,KY,14140,39.3,2.5,0.7,6.7,7.3,1.4,0.2,12.1,53.8,8.7,25240
Floyd,KY,42350,107.7,-0.2,0.6,5.9,6.8,1.3,0.2,14.1,50.8,7.4,22748
Franklin,KY,48210,227.1,1.1,1.1,6.1,6.7,9.4,0.7,13.1,76.0,21.3,37284
Fulton,KY,7784,37.1,0.4,0.7,6.5,8.5,23.2,0.3,12.6,54.4,10.3,23741
Gallatin,KY,7961,79.5,1.2,1.0,7.5,5.4,1.6,0.2,15.5,59.8,5.0,29996
Garrard,KY,15260,64.0,3.2,1.3,6.1,7.4,3.1,,12.9,54.3,6.3,30355
Grant,KY,23237,86.1,3.8,1.0,8.0,5.2,0.3,0.3,17.7,61.6,7.2,32879
Graves,KY,36900,66.6,-0.3,2.4,6.6,7.7,4.4,0.2,13.8,62.0,8.8,29677
Grayson,KY,24203,47.7,0.6,0.8,6.3,8.0,0.5,0.1,11.7,48.3,6.1,25009
Green,KY,11627,39.9,0.9,0.9,5.4,8.7,2.6,0.1,9.8,49.0,6.8,24470
Greenup,KY,36823,106.6,-0.2,0.6,5.8,8.5,0.6,0.4,10.9,64.7,11.1,31235
Hancock,KY,8434,44.4,0.5,0.8,7.1,6.1,0.8,0.2,14.5,69.3,6.9,38734
Hardin,KY,95070,150.0,1.0,3.4,7.2,5.6,11.9,1.8,17.4,75.3,12.9,35603
Harlan,KY,32683,71.1,-1.6,0.7,6.1,7.4,2.6,0.3,13.0,49.5,6.4,21442
Harrison,KY,18048,58.0,0.4,1.2,6.3,7.0,2.5,0.1,11.4,62.4,8.6,31971
Hart,KY,17383,41.9,-0.4,0.9,6.6,7.7,6.2,0.1,14.0,45.3,5.2,23194
Henderson,KY,44835,101.9,,1.0,6.4,7.3,7.1,0.3,13.0,68.5,11.1,35263
Henry,KY,15178,52.1,0.8,2.3,6.8,6.6,3.3,0.3,12.5,60.9,8.2,31846
Hickman,KY,5170,21.6,-1.7,1.0,5.4,8.7,9.9,0.1,10.3,56.8,7.6,28542
Hopkins,KY,46327,84.4,-0.4,0.9,6.1,7.5,6.2,0.3,12.6,62.5,9.6,29936
Jackson,KY,13651,39.0,1.2,0.5,6.6,6.5,0.1,,12.5,38.3,4.9,18503
Jefferson,KY,692910,1802.0,-0.1,1.8,6.7,7.2,18.9,1.4,14.3,74.1,19.3,38733
Jessamine,KY,40016,225.7,2.5,1.3,7.4,5.2,3.1,0.6,16.1,69.0,19.1,36726
Johnson,KY,23471,89.5,0.1,0.6,6.1,7.1,0.3,0.3,12.0,54.7,9.3,24052
Kenton,KY,151366,935.0,-0.1,1.1,7.3,5.9,3.8,0.6,15.5,74.4,17.0,41581
Knott,KY,17653,50.1,,0.6,6.0,6.2,0.7,0.2,11.1,45.1,8.2,22470
Knox,KY,31717,81.9,-0.2,0.6,7.1,6.5,0.8,0.2,14.5,46.6,8.0,19780
Larue,KY,13395,50.8,0.2,1.0,6.3,7.9,3.5,0.2,11.5,59.0,8.1,30479
Laurel,KY,53691,120.9,1.9,0.6,7.1,6.7,0.6,0.3,14.0,52.7,8.2,27146
Lawrence,KY,15722,37.2,1.0,0.4,5.9,7.0,0.1,0.1,9.5,46.4,6.2,22608
Lee,KY,7905,37.7,-0.1,0.4,5.2,7.9,3.8,0.1,11.2,43.4,5.8,18326
Leslie,KY,12315,30.7,-0.7,0.6,6.1,6.6,0.1,0.1,11.7,40.4,6.6,20757
Letcher,KY,25018,74.6,-1.0,0.4,5.7,7.1,0.5,0.3,12.1,45.6,6.7,22893
Lewis,KY,13903,29.1,-1.3,0.4,6.4,6.8,0.2,,13.8,45.4,6.7,22270
Lincoln,KY,23922,69.5,2.4,0.9,6.8,7.2,2.5,0.1,13.6,50.4,6.2,25282
Livingston,KY,9769,31.0,-0.4,0.8,5.3,8.2,0.1,,11.2,63.1,5.4,30822
Logan,KY,26586,47.8,,1.1,6.8,7.2,7.6,0.2,13.2,57.7,8.1,30547
Lyon,KY,8216,37.4,1.7,0.7,3.8,9.4,6.7,0.2,8.4,61.0,9.1,29466
McCracken,KY,64790,261.0,-1.1,1.1,6.1,8.1,10.9,0.5,12.9,73.1,14.3,33538
McCreary,KY,17057,39.9,-0.1,0.6,6.7,6.1,0.6,,15.2,40.2,4.6,16433
McLean,KY,9949,39.1,0.1,0.8,6.6,7.5,0.4,,11.6,58.6,6.6,28841
Madison,KY,72408,160.7,2.2,1.0,6.4,5.4,4.4,0.7,13.1,64.8,19.1,31963
Magoffin,KY,13219,43.1,-0.8,0.4,7.0,5.9,0.2,0.1,13.9,38.2,4.6,19292
Marion,KY,18401,52.6,1.0,0.8,6.7,6.8,9.1,0.4,14.1,58.9,6.4,27284
Marshall,KY,30308,98.8,0.6,0.8,5.1,9.4,0.1,0.1,10.4,67.6,9.6,33061
Martin,KY,12596,54.5,0.1,0.6,7.0,5.8,,0.1,13.0,44.4,6.0,22497
Mason,KY,16844,69.7,0.3,1.0,6.3,8.1,7.2,0.4,12.1,60.7,10.2,29347
Meade,KY,27008,85.3,2.5,2.2,8.7,5.1,4.1,0.5,10.1,74.3,11.0,34885
Menifee,KY,6642,32.1,1.3,1.1,5.8,7.1,1.4,,14.0,46.0,4.9,21481
Mercer,KY,20897,82.9,0.4,1.3,6.4,7.7,3.7,0.5,13.2,62.8,8.9,32522
Metcalfe,KY,10119,34.5,0.8,0.5,6.4,8.5,1.6,0.1,14.4,45.2,5.0,22178
Monroe,KY,11745,35.5,-0.1,1.4,6.3,8.3,2.8,,13.6,47.1,6.9,23348
Montgomery,KY,23042,113.3,2.2,1.1,7.0,6.9,3.5,0.1,14.8,56.1,9.2,28579
Morgan,KY,14168,36.6,1.6,0.6,5.4,6.6,4.4,0.2,11.8,44.1,6.7,20627
Muhlenberg,KY,31813,67.0,-0.1,0.7,6.0,8.1,4.6,0.1,11.5,54.9,6.2,26698
Nelson,KY,38592,88.6,3.0,1.1,7.4,5.9,5.5,0.5,15.5,67.4,9.3,35234
Nicholas,KY,6827,34.6,0.2,0.5,6.2,7.7,0.8,0.1,11.8,55.4,6.0,25311
Ohio,KY,23036,38.6,0.5,1.0,6.3,7.4,0.7,0.2,12.8,53.1,6.2,26333
Oldham,KY,48000,244.3,3.9,1.3,6.6,4.2,4.2,0.4,12.0,80.2,22.9,54599
Owen,KY,10766,30.0,2.1,1.0,6.1,7.5,1.1,0.2,11.7,55.2,7.4,29976
Owsley,KY,4856,24.5,,0.7,5.5,8.1,0.1,,11.8,35.5,9.8,14392
Pendleton,KY,14611,51.2,1.5,0.7,6.7,6.0,0.5,0.1,12.6,60.1,6.8,32811
Perry,KY,29279,85.9,-0.4,0.5,5.8,6.4,1.6,0.5,14.9,47.6,6.7,23768
Pike,KY,67887,87.2,-1.2,0.7,6.1,7.1,0.5,0.4,11.8,50.2,7.7,26026
Powell,KY,13294,73.5,0.4,0.7,6.8,6.3,0.6,0.1,14.9,50.1,5.3,24233
Pulaski,KY,56774,84.9,1.0,0.8,5.9,8.5,1.1,0.4,11.9,56.2,9.2,25488
Robertson,KY,2294,22.7,1.2,0.9,5.5,8.5,,0.0,14.2,50.8,7.7,26181
Rockcastle,KY,16629,52.1,0.3,0.6,6.0,7.5,0.1,0.1,11.0,44.9,5.9,22915
Rowan,KY,22174,78.6,0.4,1.1,5.4,5.9,1.6,0.9,10.1,57.9,17.3,25553
Russell,KY,16492,64.2,1.1,0.9,5.5,9.1,0.6,0.1,10.8,50.2,6.2,22997
Scott,KY,34519,116.0,4.4,1.6,7.6,4.8,5.4,0.5,14.5,69.1,15.2,42465
Shelby,KY,34120,86.8,2.3,4.5,6.9,5.9,8.8,0.4,13.9,69.9,12.9,40134
Simpson,KY,16460,69.5,0.3,0.9,7.5,6.6,10.2,0.5,13.7,58.9,8.8,33233
Spencer,KY,13039,63.3,10.8,1.1,7.3,5.2,1.1,0.1,13.5,57.5,9.9,33958
Taylor,KY,23034,84.9,0.5,0.8,6.0,8.6,5.1,0.2,11.3,57.4,10.1,28552
Todd,KY,12048,31.8,0.6,1.7,7.5,7.4,8.8,0.2,14.4,50.6,7.1,29247
Trigg,KY,12828,28.4,1.8,0.9,5.9,9.7,9.8,0.3,12.4,58.9,11.4,29190
Trimble,KY,8442,54.5,3.9,1.4,6.7,6.0,0.3,0.1,15.2,61.6,7.3,30948
Union,KY,15488,45.3,-1.0,1.6,6.2,6.8,12.9,0.1,12.0,68.1,8.9,31197
Warren,KY,93232,169.8,0.8,2.7,6.4,5.6,8.6,1.4,13.7,70.9,19.2,34891
Washington,KY,11032,36.3,1.1,1.6,5.8,7.6,7.5,0.3,12.3,57.8,7.5,29266
Wayne,KY,19950,43.4,0.1,1.5,6.7,7.8,1.5,0.1,12.8,44.6,5.5,20242
Webster,KY,14034,42.1,-0.6,1.9,6.0,7.9,4.7,0.1,12.9,60.7,6.0,30325
Whitley,KY,36466,81.5,1.7,0.7,6.3,7.0,0.3,0.2,12.7,53.0,11.3,21553
Wolfe,KY,6953,31.7,-1.6,0.5,6.7,6.8,0.2,,13.0,42.8,7.7,16323
Woodford,KY,23331,121.5,0.5,3.0,6.2,5.8,5.4,0.3,12.4,73.5,19.5,45269
Acadia,LA,58910,89.9,0.1,0.9,7.8,6.7,18.2,0.2,16.8,54.6,8.4,24975
Allen,LA,25342,33.3,-0.4,4.5,6.4,6.8,24.6,0.6,13.7,57.1,6.7,24755
Ascension,LA,79873,262.4,4.2,2.5,8.2,4.4,20.3,0.3,16.7,68.5,9.3,39248
Assumption,LA,23257,69.0,-0.6,1.2,7.0,6.0,31.5,0.2,13.0,50.4,6.7,29993
Avoyelles,LA,41458,49.9,-0.1,1.0,6.8,7.1,29.5,0.2,14.4,50.5,7.4,21449
Beauregard,LA,33192,28.4,0.6,1.4,7.0,6.9,12.9,0.6,15.0,70.6,13.0,31486
Bienville,LA,15563,19.4,-1.2,0.9,6.5,8.7,43.8,0.2,13.6,62.6,9.3,22995
Bossier,LA,99285,117.2,1.0,3.1,7.6,6.1,20.8,1.3,14.8,78.9,15.5,35521
Caddo,LA,250760,285.9,-0.6,1.5,6.9,7.0,44.6,0.7,15.2,73.4,18.2,29667
Calcasieu,LA,182842,171.4,-0.4,1.3,7.2,6.8,24.0,0.6,15.5,70.3,14.7,34175
Caldwell,LA,10549,20.0,-0.1,1.5,6.1,7.5,17.9,0.1,13.3,57.1,9.3,23563
Cameron,LA,9805,7.6,-1.9,2.2,6.7,6.6,3.9,0.4,12.0,61.1,7.9,36665
Catahoula,LA,10847,15.5,-0.7,0.9,6.5,7.9,27.1,0.1,12.1,53.9,8.7,21091
Claiborne,LA,16629,22.3,-1.3,0.8,6.0,8.7,47.4,0.1,12.5,60.9,10.1,23676
Concordia,LA,20090,29.1,-0.8,1.5,7.3,8.3,37.7,0.2,16.1,56.9,9.1,23271
De Soto,LA,25742,29.1,1.0,1.6,7.0,7.5,42.2,0.1,13.9,64.0,9.5,24767
East Baton Rouge,LA,409667,907.4,-0.8,1.8,7.0,5.3,40.1,2.1,15.5,80.5,27.5,35644
East Carroll,LA,9224,22.4,-2.1,1.2,7.6,6.8,67.3,0.3,16.3,49.1,10.3,14910
East Feliciana,LA,21420,47.2,0.3,0.7,6.5,5.9,47.1,0.2,14.8,58.2,8.9,26864
Evangeline,LA,35546,53.4,0.3,1.0,7.9,7.0,28.6,0.1,17.2,48.2,8.3,22310
Franklin,LA,21018,34.1,-1.2,0.8,7.2,7.9,31.6,0.2,13.1,53.7,10.3,20339
Grant,LA,18717,29.0,0.1,1.1,7.4,7.0,11.9,0.1,14.0,62.8,9.6,26425
Iberia,LA,73530,127.4,0.4,1.5,8.0,6.1,30.8,1.9,17.0,59.3,9.0,29951
Iberville,LA,33261,53.8,-0.2,1.0,6.5,6.0,49.7,0.3,14.3,59.0,8.9,27838
Jackson,LA,15409,27.0,0.1,0.6,6.5,8.1,27.9,0.2,13.4,63.9,9.2,26631
Jefferson,LA,451459,1484.0,-0.9,7.1,6.6,6.6,22.9,3.1,14.0,76.0,18.8,37312
Jefferson Davis,LA,31275,48.2,-0.5,1.0,7.6,7.3,17.8,0.2,16.3,59.9,8.0,26645
Lafayette,LA,190894,705.6,0.2,1.7,7.3,5.5,23.8,1.1,15.6,73.3,22.5,35554
Lafourche,LA,90273,82.9,0.3,1.4,6.9,6.4,12.6,0.7,13.3,56.2,10.0,32795
La Salle,LA,14245,22.9,-0.3,0.8,6.1,8.0,12.2,0.2,13.8,61.0,7.9,27398
Lincoln,LA,42173,90.3,-0.8,1.2,6.0,5.6,39.8,1.3,12.8,74.5,26.2,28038
Livingston,LA,96257,141.7,4.8,1.1,7.5,5.1,4.2,0.2,15.5,66.7,8.7,35875
Madison,LA,13506,22.0,-1.6,2.1,8.2,6.2,60.3,0.2,17.9,53.3,9.2,18965
Morehouse,LA,30675,39.1,-1.1,0.7,7.0,8.1,43.4,0.2,15.8,57.8,10.5,22387
Natchitoches,LA,38558,31.1,-1.3,1.4,7.1,6.4,38.4,0.4,16.0,65.0,16.4,23874
Orleans,LA,476492,2678.0,-1.7,3.1,6.9,6.0,67.3,2.3,16.5,68.1,22.4,25200
Ouachita,LA,146678,241.0,-0.4,1.2,7.2,6.5,33.6,0.6,15.1,71.6,18.9,28651
Plaquemines,LA,27004,31.7,0.9,1.6,7.4,6.1,23.4,2.6,16.4,58.0,7.5,31908
Pointe Coupee,LA,22619,40.9,-0.6,1.1,6.9,7.7,37.8,0.3,14.0,58.6,9.7,27541
Rapides,LA,126566,95.5,0.2,1.4,7.1,7.1,30.4,0.9,14.6,69.0,14.6,27231
Red River,LA,9578,24.7,-0.5,1.0,7.5,7.3,40.9,0.1,13.9,57.4,8.7,21928
Richland,LA,20930,37.6,-0.2,1.1,7.4,7.6,38.0,0.2,15.4,52.0,10.7,20515
Sabine,LA,23460,27.1,,2.7,6.5,9.2,16.9,0.1,14.1,61.9,8.3,25824
St. Bernard,LA,66486,144.6,-1.1,5.1,6.3,7.9,7.6,1.3,13.3,67.2,7.3,32478
St. Charles,LA,48548,169.3,1.0,2.8,7.3,5.4,25.2,0.6,15.0,74.0,14.8,41905
St. Helena,LA,10360,25.8,-1.6,1.0,7.5,7.0,52.4,0.1,10.6,57.6,7.7,22255
St. James,LA,21224,86.2,,0.6,7.0,6.4,49.4,,14.5,61.1,8.1,30830
St. John the Baptist,LA,43798,196.5,1.8,2.9,8.0,4.5,44.8,0.5,16.1,71.5,11.4,35588
St. Landry,LA,88186,94.4,0.6,0.9,7.8,7.4,42.1,0.2,16.2,55.3,9.7,22364
St. Martin,LA,49181,65.7,1.2,0.8,7.7,5.7,32.0,0.9,16.1,53.7,6.7,27427
St. Mary,LA,52833,87.3,-1.2,2.2,7.4,6.4,31.8,1.6,15.6,58.1,8.3,29528
St. Tammany,LA,197683,224.0,3.4,2.5,7.1,5.7,9.9,0.7,13.7,76.9,23.1,43653
Tangipahoa,LA,101930,127.3,1.3,1.5,7.2,6.0,28.4,0.4,17.3,60.7,12.9,24164
Tensas,LA,6507,11.0,-1.7,1.3,6.6,7.8,55.4,0.1,13.3,58.1,11.7,17824
Terrebonne,LA,105123,83.3,0.6,1.6,7.4,5.7,17.8,0.8,16.5,59.6,9.4,31744
Union,LA,22869,26.0,0.3,2.0,7.0,8.1,27.9,0.3,14.1,64.3,11.0,26478
Vermilion,LA,53661,45.8,-0.3,1.4,7.1,7.1,14.2,1.8,13.8,58.3,8.8,27680
Vernon,LA,51273,39.6,-2.4,5.9,9.5,4.8,17.1,1.6,18.6,76.9,10.3,28836
Washington,LA,44072,65.6,0.3,0.8,7.2,7.6,31.5,0.2,15.4,61.5,8.6,22584
Webster,LA,41456,70.3,-0.9,0.9,6.5,8.6,32.8,0.2,13.0,63.9,10.0,26388
West Baton Rouge,LA,21726,113.1,0.6,1.4,7.0,5.7,35.5,0.2,16.9,66.0,9.9,33251
West Carroll,LA,12160,34.3,-1.3,1.3,6.0,7.9,18.9,0.1,10.7,52.0,8.7,19942
West Feliciana,LA,15140,37.2,0.2,1.0,4.6,4.3,50.5,0.2,8.1,57.2,7.8,30796
